year,anthrome,label,count
1860,23,Rainfed villages,34466
1860,24,Pastoral villages,834
1860,31,Residential irrigated croplands,3661
1860,32,Residential rainfed croplands,103316
1860,33,Populated croplands,22152
1860,34,Remote croplands,13410
1860,41,Residential rangelands,33706
1860,42,Populated rangelands,120759
1860,43,Remote rangelands,144269
1860,51,Residential woodlands,76451
1860,52,Populated woodlands,180412
1860,53,Remote woodlands,336362
1860,54,Inhabited drylands,507003
1860,61,Wild woodlands,232147
1860,62,Wild drylands,274884
1860,63,Ice (uninhabited),129902
1860,70,No land,0
1870,11,Urban,191
1870,12,Mixed settlements,7455
1870,21,Rice villages,2822
1870,22,Irrigated villages,987
1870,23,Rainfed villages,34620
1870,24,Pastoral villages,769
1870,31,Residential irrigated croplands,4094
1870,32,Residential rainfed croplands,111310
1870,33,Populated croplands,24899
1870,34,Remote croplands,13480
1870,41,Residential rangelands,32335
1870,42,Populated rangelands,118775
1870,43,Remote rangelands,147311
1870,51,Residential woodlands,78035
1870,52,Populated woodlands,179358
1870,53,Remote woodlands,331916
1870,54,Inhabited drylands,500128
1870,61,Wild woodlands,232130
1870,62,Wild drylands,274884
1870,63,Ice (uninhabited),129903
1870,70,No land,0
1880,11,Urban,249
1880,12,Mixed settlements,8238
1880,21,Rice villages,3138
1880,22,Irrigated villages,1196
1880,23,Rainfed villages,36150
1880,24,Pastoral villages,921
1880,31,Residential irrigated croplands,4554
1880,32,Residential rainfed croplands,121043
1880,33,Populated croplands,30841
1880,34,Remote croplands,16049
1880,41,Residential rangelands,33745
1880,42,Populated rangelands,120253
1880,43,Remote rangelands,173164
1880,51,Residential woodlands,78035
1880,52,Populated woodlands,175209
1880,53,Remote woodlands,325157
1880,54,Inhabited drylands,461972
1880,61,Wild woodlands,231967
1880,62,Wild drylands,273620
1880,63,Ice (uninhabited),129901
1880,70,No land,0
1890,11,Urban,373
1890,12,Mixed settlements,9180
1890,21,Rice villages,3542
1890,22,Irrigated villages,1486
1890,23,Rainfed villages,38696
1890,24,Pastoral villages,1001
1890,31,Residential irrigated croplands,4970
1890,32,Residential rainfed croplands,128307
1890,33,Populated croplands,36343
1890,34,Remote croplands,18733
1890,41,Residential rangelands,35438
1890,42,Populated rangelands,126079
1890,43,Remote rangelands,198486
1890,51,Residential woodlands,78656
1890,52,Populated woodlands,173524
1890,53,Remote woodlands,316757
1890,54,Inhabited drylands,426705
1890,61,Wild woodlands,231912
1890,62,Wild drylands,265320
1890,63,Ice (uninhabited),129894
1890,70,No land,0
1900,11,Urban,526
1900,12,Mixed settlements,10185
1900,21,Rice villages,3863
1900,22,Irrigated villages,1862
1900,23,Rainfed villages,41099
1900,24,Pastoral villages,1151
1900,31,Residential irrigated croplands,5343
1900,32,Residential rainfed croplands,134571
1900,33,Populated croplands,39638
1900,34,Remote croplands,19511
1900,41,Residential rangelands,38022
1900,42,Populated rangelands,142318
1900,43,Remote rangelands,271918
1900,51,Residential woodlands,78312
1900,52,Populated woodlands,169345
1900,53,Remote woodlands,310289
1900,54,Inhabited drylands,342711
1900,61,Wild woodlands,231680
1900,62,Wild drylands,253167
1900,63,Ice (uninhabited),129891
1900,70,No land,0
1910,11,Urban,817
1910,12,Mixed settlements,11197
1910,21,Rice villages,4455
1910,22,Irrigated villages,2339
1910,23,Rainfed villages,42280
1910,24,Pastoral villages,1513
1910,31,Residential irrigated croplands,6751
1910,32,Residential rainfed croplands,143972
1910,33,Populated croplands,46317
1910,34,Remote croplands,20822
1910,41,Residential rangelands,41383
1910,42,Populated rangelands,152392
1910,43,Remote rangelands,277908
1910,51,Residential woodlands,78142
1910,52,Populated woodlands,167832
1910,53,Remote woodlands,299521
1910,54,Inhabited drylands,315437
1910,61,Wild woodlands,231377
1910,62,Wild drylands,250948
1910,63,Ice (uninhabited),129999
1910,70,No land,0
1920,11,Urban,1104
1920,12,Mixed settlements,12552
1920,21,Rice villages,5143
1920,22,Irrigated villages,3047
1920,23,Rainfed villages,42877
1920,24,Pastoral villages,1646
1920,31,Residential irrigated croplands,7808
1920,32,Residential rainfed croplands,147445
1920,33,Populated croplands,57798
1920,34,Remote croplands,24255
1920,41,Residential rangelands,44044
1920,42,Populated rangelands,160516
1920,43,Remote rangelands,280334
1920,51,Residential woodlands,77551
1920,52,Populated woodlands,161802
1920,53,Remote woodlands,296019
1920,54,Inhabited drylands,290148
1920,61,Wild woodlands,231469
1920,62,Wild drylands,249894
1920,63,Ice (uninhabited),129950
1920,70,No land,0
1930,11,Urban,1486
1930,12,Mixed settlements,13416
1930,21,Rice villages,6010
1930,22,Irrigated villages,3960
1930,23,Rainfed villages,45311
1930,24,Pastoral villages,2006
1930,31,Residential irrigated croplands,8470
1930,32,Residential rainfed croplands,153873
1930,33,Populated croplands,66668
1930,34,Remote croplands,25510
1930,41,Residential rangelands,49114
1930,42,Populated rangelands,166363
1930,43,Remote rangelands,281580
1930,51,Residential woodlands,76230
1930,52,Populated woodlands,154599
1930,53,Remote woodlands,289508
1930,54,Inhabited drylands,271173
1930,61,Wild woodlands,231277
1930,62,Wild drylands,248965
1930,63,Ice (uninhabited),129883
1930,70,No land,0
1940,11,Urban,1841
1940,12,Mixed settlements,13795
1940,21,Rice villages,6298
1940,22,Irrigated villages,5459
1940,23,Rainfed villages,48548
1940,24,Pastoral villages,2479
1940,31,Residential irrigated croplands,9213
1940,32,Residential rainfed croplands,164152
1940,33,Populated croplands,70451
1940,34,Remote croplands,27752
1940,41,Residential rangelands,53362
1940,42,Populated rangelands,174431
1940,43,Remote rangelands,286441
1940,51,Residential woodlands,73076
1940,52,Populated woodlands,147220
1940,53,Remote woodlands,281291
1940,54,Inhabited drylands,251120
1940,61,Wild woodlands,230844
1940,62,Wild drylands,247749
1940,63,Ice (uninhabited),129880
1940,70,No land,0
1950,11,Urban,2392
1950,12,Mixed settlements,15045
1950,21,Rice villages,7808
1950,22,Irrigated villages,5888
1950,23,Rainfed villages,51670
1950,24,Pastoral villages,2888
1950,31,Residential irrigated croplands,9376
1950,32,Residential rainfed croplands,169512
1950,33,Populated croplands,76102
1950,34,Remote croplands,29503
1950,41,Residential rangelands,59740
1950,42,Populated rangelands,176701
1950,43,Remote rangelands,285132
1950,51,Residential woodlands,71149
1950,52,Populated woodlands,143372
1950,53,Remote woodlands,277372
1950,54,Inhabited drylands,234053
1950,61,Wild woodlands,231089
1950,62,Wild drylands,246744
1950,63,Ice (uninhabited),129866
1950,70,No land,0
1960,11,Urban,3308
1960,12,Mixed settlements,17078
1960,21,Rice villages,10480
1960,22,Irrigated villages,10101
1960,23,Rainfed villages,55123
1960,24,Pastoral villages,3811
1960,31,Residential irrigated croplands,9124
1960,32,Residential rainfed croplands,179730
1960,33,Populated croplands,81165
1960,34,Remote croplands,30161
1960,41,Residential rangelands,67792
1960,42,Populated rangelands,179492
1960,43,Remote rangelands,274556
1960,51,Residential woodlands,71285
1960,52,Populated woodlands,141373
1960,53,Remote woodlands,266390
1960,54,Inhabited drylands,218051
1960,61,Wild woodlands,230975
1960,62,Wild drylands,245582
1960,63,Ice (uninhabited),129825
1960,70,No land,0
1970,11,Urban,4325
1970,12,Mixed settlements,20301
1970,21,Rice villages,11659
1970,22,Irrigated villages,12732
1970,23,Rainfed villages,63295
1970,24,Pastoral villages,5721
1970,31,Residential irrigated croplands,8978
1970,32,Residential rainfed croplands,176179
1970,33,Populated croplands,78769
1970,34,Remote croplands,32365
1970,41,Residential rangelands,77930
1970,42,Populated rangelands,178092
1970,43,Remote rangelands,263310
1970,51,Residential woodlands,72897
1970,52,Populated woodlands,140144
1970,53,Remote woodlands,259393
1970,54,Inhabited drylands,213296
1970,61,Wild woodlands,230892
1970,62,Wild drylands,245326
1970,63,Ice (uninhabited),129798
1970,70,No land,0
1980,11,Urban,5299
1980,12,Mixed settlements,22906
1980,21,Rice villages,12755
1980,22,Irrigated villages,16543
1980,23,Rainfed villages,69090
1980,24,Pastoral villages,7935
1980,31,Residential irrigated croplands,10330
1980,32,Residential rainfed croplands,171453
1980,33,Populated croplands,77350
1980,34,Remote croplands,33648
1980,41,Residential rangelands,89206
1980,42,Populated rangelands,176440
1980,43,Remote rangelands,254731
1980,51,Residential woodlands,74039
1980,52,Populated woodlands,139808
1980,53,Remote woodlands,251922
1980,54,Inhabited drylands,205085
1980,61,Wild woodlands,230782
1980,62,Wild drylands,246305
1980,63,Ice (uninhabited),129775
1980,70,No land,0
1990,11,Urban,6493
1990,12,Mixed settlements,22862
1990,21,Rice villages,13220
1990,22,Irrigated villages,19905
1990,23,Rainfed villages,78895
1990,24,Pastoral villages,8915
1990,31,Residential irrigated croplands,11307
1990,32,Residential rainfed croplands,169881
1990,33,Populated croplands,77062
1990,34,Remote croplands,35313
1990,41,Residential rangelands,94197
1990,42,Populated rangelands,172413
1990,43,Remote rangelands,247430
1990,51,Residential woodlands,74500
1990,52,Populated woodlands,137652
1990,53,Remote woodlands,246544
1990,54,Inhabited drylands,203069
1990,61,Wild woodlands,230742
1990,62,Wild drylands,245241
1990,63,Ice (uninhabited),129761
1990,70,No land,0
2000,11,Urban,7987
2000,12,Mixed settlements,24974
2000,21,Rice villages,13835
2000,22,Irrigated villages,24326
2000,23,Rainfed villages,80773
2000,24,Pastoral villages,10797
2000,31,Residential irrigated croplands,12294
2000,32,Residential rainfed croplands,166311
2000,33,Populated croplands,76484
2000,34,Remote croplands,36430
2000,41,Residential rangelands,101014
2000,42,Populated rangelands,165370
2000,43,Remote rangelands,248005
2000,51,Residential woodlands,74287
2000,52,Populated woodlands,130985
2000,53,Remote woodlands,248243
2000,54,Inhabited drylands,197655
2000,61,Wild woodlands,230662
2000,62,Wild drylands,245232
2000,63,Ice (uninhabited),129738
2000,70,No land,0
2001,11,Urban,8115
2001,12,Mixed settlements,25137
2001,21,Rice villages,13822
2001,22,Irrigated villages,25275
2001,23,Rainfed villages,80346
2001,24,Pastoral villages,11113
2001,31,Residential irrigated croplands,12423
2001,32,Residential rainfed croplands,165925
2001,33,Populated croplands,76486
2001,34,Remote croplands,36698
2001,41,Residential rangelands,101366
2001,42,Populated rangelands,164516
2001,43,Remote rangelands,247240
2001,51,Residential woodlands,74603
2001,52,Populated woodlands,130505
2001,53,Remote woodlands,248521
2001,54,Inhabited drylands,197692
2001,61,Wild woodlands,230654
2001,62,Wild drylands,245227
2001,63,Ice (uninhabited),129738
2001,70,No land,0
2002,11,Urban,8255
2002,12,Mixed settlements,25384
2002,21,Rice villages,13631
2002,22,Irrigated villages,26252
2002,23,Rainfed villages,80130
2002,24,Pastoral villages,11255
2002,31,Residential irrigated croplands,12557
2002,32,Residential rainfed croplands,165291
2002,33,Populated croplands,76240
2002,34,Remote croplands,36621
2002,41,Residential rangelands,101771
2002,42,Populated rangelands,163890
2002,43,Remote rangelands,246729
2002,51,Residential woodlands,74912
2002,52,Populated woodlands,130016
2002,53,Remote woodlands,248830
2002,54,Inhabited drylands,197880
2002,61,Wild woodlands,230655
2002,62,Wild drylands,245359
2002,63,Ice (uninhabited),129744
2002,70,No land,0
2003,11,Urban,8395
2003,12,Mixed settlements,25642
2003,21,Rice villages,13739
2003,22,Irrigated villages,27345
2003,23,Rainfed villages,79458
2003,24,Pastoral villages,11414
2003,31,Residential irrigated croplands,12791
2003,32,Residential rainfed croplands,165602
2003,33,Populated croplands,76731
2003,34,Remote croplands,36867
2003,41,Residential rangelands,101277
2003,42,Populated rangelands,162637
2003,43,Remote rangelands,245822
2003,51,Residential woodlands,74911
2003,52,Populated woodlands,129450
2003,53,Remote woodlands,249114
2003,54,Inhabited drylands,198344
2003,61,Wild woodlands,230639
2003,62,Wild drylands,245482
2003,63,Ice (uninhabited),129742
2003,70,No land,0
2004,11,Urban,8516
2004,12,Mixed settlements,25770
2004,21,Rice villages,14243
2004,22,Irrigated villages,27388
2004,23,Rainfed villages,79822
2004,24,Pastoral villages,11418
2004,31,Residential irrigated croplands,12879
2004,32,Residential rainfed croplands,165324
2004,33,Populated croplands,77125
2004,34,Remote croplands,37028
2004,41,Residential rangelands,101662
2004,42,Populated rangelands,161674
2004,43,Remote rangelands,245926
2004,51,Residential woodlands,74854
2004,52,Populated woodlands,128695
2004,53,Remote woodlands,249325
2004,54,Inhabited drylands,197961
2004,61,Wild woodlands,230611
2004,62,Wild drylands,245454
2004,63,Ice (uninhabited),129727
2004,70,No land,0
2005,11,Urban,8697
2005,12,Mixed settlements,26026
2005,21,Rice villages,14843
2005,22,Irrigated villages,27171
2005,23,Rainfed villages,79931
2005,24,Pastoral villages,11521
2005,31,Residential irrigated croplands,12990
2005,32,Residential rainfed croplands,165038
2005,33,Populated croplands,77152
2005,34,Remote croplands,36974
2005,41,Residential rangelands,101363
2005,42,Populated rangelands,159671
2005,43,Remote rangelands,245843
2005,51,Residential woodlands,75119
2005,52,Populated woodlands,128785
2005,53,Remote woodlands,249737
2005,54,Inhabited drylands,198784
2005,61,Wild woodlands,230611
2005,62,Wild drylands,245417
2005,63,Ice (uninhabited),129729
2005,70,No land,0
2006,11,Urban,8839
2006,12,Mixed settlements,26395
2006,21,Rice villages,15395
2006,22,Irrigated villages,27196
2006,23,Rainfed villages,79579
2006,24,Pastoral villages,11810
2006,31,Residential irrigated croplands,13031
2006,32,Residential rainfed croplands,163711
2006,33,Populated croplands,77010
2006,34,Remote croplands,36732
2006,41,Residential rangelands,102172
2006,42,Populated rangelands,159116
2006,43,Remote rangelands,245964
2006,51,Residential woodlands,75541
2006,52,Populated woodlands,128317
2006,53,Remote woodlands,250069
2006,54,Inhabited drylands,198725
2006,61,Wild woodlands,230615
2006,62,Wild drylands,245451
2006,63,Ice (uninhabited),129734
2006,70,No land,0
2007,11,Urban,8991
2007,12,Mixed settlements,26524
2007,21,Rice villages,15663
2007,22,Irrigated villages,27255
2007,23,Rainfed villages,79845
2007,24,Pastoral villages,11969
2007,31,Residential irrigated croplands,13087
2007,32,Residential rainfed croplands,163045
2007,33,Populated croplands,77111
2007,34,Remote croplands,36729
2007,41,Residential rangelands,102701
2007,42,Populated rangelands,158434
2007,43,Remote rangelands,245944
2007,51,Residential woodlands,75564
2007,52,Populated woodlands,127656
2007,53,Remote woodlands,250420
2007,54,Inhabited drylands,198624
2007,61,Wild woodlands,230619
2007,62,Wild drylands,245489
2007,63,Ice (uninhabited),129732
2007,70,No land,0
2008,11,Urban,9147
2008,12,Mixed settlements,26621
2008,21,Rice villages,16246
2008,22,Irrigated villages,26897
2008,23,Rainfed villages,80194
2008,24,Pastoral villages,12151
2008,31,Residential irrigated croplands,13188
2008,32,Residential rainfed croplands,163114
2008,33,Populated croplands,77578
2008,34,Remote croplands,36948
2008,41,Residential rangelands,102404
2008,42,Populated rangelands,157375
2008,43,Remote rangelands,245855
2008,51,Residential woodlands,75419
2008,52,Populated woodlands,127117
2008,53,Remote woodlands,250733
2008,54,Inhabited drylands,198571
2008,61,Wild woodlands,230618
2008,62,Wild drylands,245494
2008,63,Ice (uninhabited),129732
2008,70,No land,0
2009,11,Urban,9321
2009,12,Mixed settlements,26774
2009,21,Rice villages,15971
2009,22,Irrigated villages,27573
2009,23,Rainfed villages,80200
2009,24,Pastoral villages,12301
2009,31,Residential irrigated croplands,13103
2009,32,Residential rainfed croplands,162981
2009,33,Populated croplands,77769
2009,34,Remote croplands,36960
2009,41,Residential rangelands,102428
2009,42,Populated rangelands,156526
2009,43,Remote rangelands,245797
2009,51,Residential woodlands,75417
2009,52,Populated woodlands,126679
2009,53,Remote woodlands,251036
2009,54,Inhabited drylands,198684
2009,61,Wild woodlands,230624
2009,62,Wild drylands,245526
2009,63,Ice (uninhabited),129732
2009,70,No land,0
2010,11,Urban,9491
2010,12,Mixed settlements,26916
2010,21,Rice villages,15979
2010,22,Irrigated villages,28135
2010,23,Rainfed villages,80107
2010,24,Pastoral villages,12465
2010,31,Residential irrigated croplands,13242
2010,32,Residential rainfed croplands,162065
2010,33,Populated croplands,77660
2010,34,Remote croplands,36782
2010,41,Residential rangelands,102833
2010,42,Populated rangelands,155988
2010,43,Remote rangelands,245678
2010,51,Residential woodlands,75482
2010,52,Populated woodlands,126177
2010,53,Remote woodlands,251451
2010,54,Inhabited drylands,198798
2010,61,Wild woodlands,230618
2010,62,Wild drylands,245803
2010,63,Ice (uninhabited),129732
2010,70,No land,0
2011,11,Urban,9639
2011,12,Mixed settlements,26980
2011,21,Rice villages,16147
2011,22,Irrigated villages,28356
2011,23,Rainfed villages,80438
2011,24,Pastoral villages,12581
2011,31,Residential irrigated croplands,13311
2011,32,Residential rainfed croplands,161756
2011,33,Populated croplands,78196
2011,34,Remote croplands,37082
2011,41,Residential rangelands,102660
2011,42,Populated rangelands,154090
2011,43,Remote rangelands,245687
2011,51,Residential woodlands,75538
2011,52,Populated woodlands,125603
2011,53,Remote woodlands,251767
2011,54,Inhabited drylands,199686
2011,61,Wild woodlands,230619
2011,62,Wild drylands,245534
2011,63,Ice (uninhabited),129732
2011,70,No land,0
2012,11,Urban,9813
2012,12,Mixed settlements,27085
2012,21,Rice villages,15998
2012,22,Irrigated villages,28772
2012,23,Rainfed villages,80959
2012,24,Pastoral villages,12546
2012,31,Residential irrigated croplands,13307
2012,32,Residential rainfed croplands,162168
2012,33,Populated croplands,78631
2012,34,Remote croplands,37492
2012,41,Residential rangelands,102142
2012,42,Populated rangelands,153071
2012,43,Remote rangelands,245370
2012,51,Residential woodlands,75425
2012,52,Populated woodlands,125039
2012,53,Remote woodlands,252050
2012,54,Inhabited drylands,199561
2012,61,Wild woodlands,230610
2012,62,Wild drylands,245631
2012,63,Ice (uninhabited),129732
2012,70,No land,0
2013,11,Urban,10066
2013,12,Mixed settlements,27347
2013,21,Rice villages,16206
2013,22,Irrigated villages,29017
2013,23,Rainfed villages,81282
2013,24,Pastoral villages,12713
2013,31,Residential irrigated croplands,13477
2013,32,Residential rainfed croplands,161699
2013,33,Populated croplands,78873
2013,34,Remote croplands,37209
2013,41,Residential rangelands,102527
2013,42,Populated rangelands,152273
2013,43,Remote rangelands,244925
2013,51,Residential woodlands,75685
2013,52,Populated woodlands,124668
2013,53,Remote woodlands,252462
2013,54,Inhabited drylands,200143
2013,61,Wild woodlands,229944
2013,62,Wild drylands,245410
2013,63,Ice (uninhabited),129476
2013,70,No land,0
2014,11,Urban,10225
2014,12,Mixed settlements,27512
2014,21,Rice villages,16301
2014,22,Irrigated villages,29374
2014,23,Rainfed villages,81577
2014,24,Pastoral villages,12809
2014,31,Residential irrigated croplands,13549
2014,32,Residential rainfed croplands,161616
2014,33,Populated croplands,79248
2014,34,Remote croplands,37442
2014,41,Residential rangelands,102941
2014,42,Populated rangelands,151473
2014,43,Remote rangelands,243986
2014,51,Residential woodlands,76008
2014,52,Populated woodlands,124420
2014,53,Remote woodlands,252051
2014,54,Inhabited drylands,200072
2014,61,Wild woodlands,229948
2014,62,Wild drylands,245374
2014,63,Ice (uninhabited),129476
2014,70,No land,0
2015,11,Urban,10391
2015,12,Mixed settlements,27649
2015,21,Rice villages,16309
2015,22,Irrigated villages,29805
2015,23,Rainfed villages,81928
2015,24,Pastoral villages,12907
2015,31,Residential irrigated croplands,13671
2015,32,Residential rainfed croplands,161906
2015,33,Populated croplands,79361
2015,34,Remote croplands,37347
2015,41,Residential rangelands,103013
2015,42,Populated rangelands,150892
2015,43,Remote rangelands,243215
2015,51,Residential woodlands,76279
2015,52,Populated woodlands,124321
2015,53,Remote woodlands,251618
2015,54,Inhabited drylands,200003
2015,61,Wild woodlands,229945
2015,62,Wild drylands,245366
2015,63,Ice (uninhabited),129476
2015,70,No land,0
2016,11,Urban,10576
2016,12,Mixed settlements,27744
2016,21,Rice villages,16358
2016,22,Irrigated villages,30135
2016,23,Rainfed villages,82329
2016,24,Pastoral villages,13056
2016,31,Residential irrigated croplands,13768
2016,32,Residential rainfed croplands,161932
2016,33,Populated croplands,79534
2016,34,Remote croplands,37391
2016,41,Residential rangelands,103337
2016,42,Populated rangelands,150286
2016,43,Remote rangelands,242200
2016,51,Residential woodlands,76521
2016,52,Populated woodlands,124122
2016,53,Remote woodlands,251265
2016,54,Inhabited drylands,199926
2016,61,Wild woodlands,229940
2016,62,Wild drylands,245506
2016,63,Ice (uninhabited),129476
2016,70,No land,0
2017,11,Urban,10705
2017,12,Mixed settlements,27920
2017,21,Rice villages,16411
2017,22,Irrigated villages,30503
2017,23,Rainfed villages,82652
2017,24,Pastoral villages,13180
2017,31,Residential irrigated croplands,13847
2017,32,Residential rainfed croplands,161737
2017,33,Populated croplands,79692
2017,34,Remote croplands,37398
2017,41,Residential rangelands,103881
2017,42,Populated rangelands,149642
2017,43,Remote rangelands,241360
2017,51,Residential woodlands,76755
2017,52,Populated woodlands,124020
2017,53,Remote woodlands,250891
2017,54,Inhabited drylands,199867
2017,61,Wild woodlands,229935
2017,62,Wild drylands,245530
2017,63,Ice (uninhabited),129476
2017,70,No land,0
