SGB_ID,Genome_Name,Study,Sample_ID,Country,Westernized,Body_Site,Age_Category
14248,LeChatelierE_2013__MH0224__bin.28,LeChatelierE_2013,MH0224,DNK,Yes,Stool,Adult
14249,VogtmannE_2016__MMRS51307502ST-27-0-0__bin.42,VogtmannE_2016,MMRS51307502ST-27-0-0,USA,Yes,Stool,Adult
14250,BackhedF_2015__SID272_M__bin.43,BackhedF_2015,SID272_M,SWE,Yes,Stool,Adult
14250,Bengtsson-PalmeJ_2015__TRAVELRES14__bin.10,Bengtsson-PalmeJ_2015,TRAVELRES14,SWE,Yes,Stool,Adult
14250,Bengtsson-PalmeJ_2015__TRAVELRES18__bin.131,Bengtsson-PalmeJ_2015,TRAVELRES18,SWE,Yes,Stool,Adult
14250,BritoIL_2016__M1.44.ST__bin.1,BritoIL_2016,M1.44.ST,FJI,No,Stool,Adult
14250,BritoIL_2016__WL.37.ST__bin.20,BritoIL_2016,WL.37.ST,FJI,No,Stool,Adult
14250,CosteaPI_2017__SID713A046-11-0-0__bin.27,CosteaPI_2017,SID713A046-11-0-0,KAZ,Yes,Stool,Adult
14250,CosteaPI_2017__SID713A052-11-90-0__bin.60,CosteaPI_2017,SID713A052-11-90-0,KAZ,Yes,Stool,Adult
14250,CosteaPI_2017__SID713A062-11-90-0__bin.12,CosteaPI_2017,SID713A062-11-90-0,KAZ,Yes,Stool,Adult
14250,CosteaPI_2017__SID713A063-11-0-0__bin.57,CosteaPI_2017,SID713A063-11-0-0,KAZ,Yes,Stool,
14250,CosteaPI_2017__SID713A063-11-90-0__bin.23,CosteaPI_2017,SID713A063-11-90-0,KAZ,Yes,Stool,
14257,ZeeviD_2015__PNP_Main_4__bin.2,ZeeviD_2015,PNP_Main_4,ISR,Yes,Stool,Adult
14905,BritoIL_2016__M1.16.ST__bin.73,BritoIL_2016,M1.16.ST,FJI,No,Stool,School age
14905,BritoIL_2016__M2.44.ST__bin.38,BritoIL_2016,M2.44.ST,FJI,No,Stool,Adult
14905,BritoIL_2016__W1.2.ST__bin.42,BritoIL_2016,W1.2.ST,FJI,No,Stool,Child
14905,BritoIL_2016__W3.18.ST__bin.12,BritoIL_2016,W3.18.ST,FJI,No,Stool,School age
14905,CM_madagascar__A08_01_1FE__bin.50,CM_madagascar,A08_01_1FE,MDG,No,Stool,Adult
14905,CM_madagascar__A32_01_1FE__bin.51,CM_madagascar,A32_01_1FE,MDG,No,Stool,Adult
14905,CM_madagascar__V07_01_2FE__bin.19,CM_madagascar,V07_01_2FE,MDG,No,Stool,Adult
14905,CosteaPI_2017__SID713A014-11-90-0__bin.10,CosteaPI_2017,SID713A014-11-90-0,KAZ,Yes,Stool,Adult
14905,CosteaPI_2017__SID713A056-11-90-0__bin.47,CosteaPI_2017,SID713A056-11-90-0,KAZ,Yes,Stool,Adult
14905,CosteaPI_2017__SID713B014-11-0-0__bin.10,CosteaPI_2017,SID713B014-11-0-0,KAZ,Yes,Stool,Adult
14945,LiuW_2016__SRR3993061__bin.14,LiuW_2016,SRR3993061,MNG,No,Stool,Adult
15218,CosteaPI_2017__SID713A062-11-90-0__bin.32,CosteaPI_2017,SID713A062-11-90-0,KAZ,Yes,Stool,Adult
15218,CosteaPI_2017__SID713B049-11-90-0__bin.44,CosteaPI_2017,SID713B049-11-90-0,KAZ,Yes,Stool,Adult
15218,CosteaPI_2017__SID713B051-11-0-0__bin.74,CosteaPI_2017,SID713B051-11-0-0,KAZ,Yes,Stool,Adult
15218,CosteaPI_2017__SID713B051-11-90-0__bin.40,CosteaPI_2017,SID713B051-11-90-0,KAZ,Yes,Stool,Adult
15218,CosteaPI_2017__SID713B058-11-90-0__bin.64,CosteaPI_2017,SID713B058-11-90-0,KAZ,Yes,Stool,Adult
15218,FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.19,FerrettiP_2018,CA_C10031MS2526FE_t0M15,ITA,Yes,Stool,Adult
15218,KarlssonFH_2013__S476__bin.47,KarlssonFH_2013,S476,SWE,Yes,Stool,Senior
15218,Obregon-TitoAJ_2015__SM02__bin.5,Obregon-TitoAJ_2015,SM02,PER,No,Stool,Adult
15218,Obregon-TitoAJ_2015__SM03__bin.16,Obregon-TitoAJ_2015,SM03,PER,No,Stool,Child
15218,Obregon-TitoAJ_2015__SM23__bin.28,Obregon-TitoAJ_2015,SM23,PER,No,Stool,Child
15220,FengQ_2015__SID530295__bin.55,FengQ_2015,SID530295,AUT,Yes,Stool,Senior
15220,LiJ_2014__MH0329__bin.82,LiJ_2014,MH0329,DNK,Yes,Stool,Adult
15220,LiJ_2014__MH0389__bin.70,LiJ_2014,MH0389,DNK,Yes,Stool,Adult
15220,Obregon-TitoAJ_2015__HCO61__bin.35,Obregon-TitoAJ_2015,HCO61,PER,No,Stool,Adult
15227,LouisS_2016__AS63_18__bin.11,LouisS_2016,AS63_18,DEU,Yes,Stool,Adult
15238,BritoIL_2016__M1.35.ST__bin.76,BritoIL_2016,M1.35.ST,FJI,No,Stool,Adult
15238,BritoIL_2016__W2.9.ST__bin.19,BritoIL_2016,W2.9.ST,FJI,No,Stool,Child
15238,BritoIL_2016__W3.18.ST__bin.24,BritoIL_2016,W3.18.ST,FJI,No,Stool,School age
15238,BritoIL_2016__WL.15.ST__bin.69,BritoIL_2016,WL.15.ST,FJI,No,Stool,School age
15238,CosteaPI_2017__SID713A014-11-90-0__bin.30,CosteaPI_2017,SID713A014-11-90-0,KAZ,Yes,Stool,Adult
15238,CosteaPI_2017__SID713A055-11-0-0__bin.73,CosteaPI_2017,SID713A055-11-0-0,KAZ,Yes,Stool,Adult
15238,CosteaPI_2017__SID713A062-11-0-0__bin.42,CosteaPI_2017,SID713A062-11-0-0,KAZ,Yes,Stool,Adult
15238,CosteaPI_2017__SID713B007-11-0-0__bin.28,CosteaPI_2017,SID713B007-11-0-0,KAZ,Yes,Stool,Adult
15238,CosteaPI_2017__SID713B032-11-90-0__bin.64,CosteaPI_2017,SID713B032-11-90-0,KAZ,Yes,Stool,Adult
15238,CosteaPI_2017__SID713B033-11-90-0__bin.34,CosteaPI_2017,SID713B033-11-90-0,KAZ,Yes,Stool,Adult
15239,CosteaPI_2017__SID713B066-11-0-0__bin.44,CosteaPI_2017,SID713B066-11-0-0,KAZ,Yes,Stool,Adult
15239,CosteaPI_2017__SID713B066-11-90-0__bin.43,CosteaPI_2017,SID713B066-11-90-0,KAZ,Yes,Stool,Adult
15239,LiJ_2014__MH0262__bin.19,LiJ_2014,MH0262,DNK,Yes,Stool,Adult
15239,LiJ_2014__O2.UC47-1__bin.65,LiJ_2014,O2.UC47-1,ESP,Yes,Stool,Adult
15239,LiuW_2016__SRR3992978__bin.103,LiuW_2016,SRR3992978,MNG,Yes,Stool,Adult
15239,LiuW_2016__SRR3992981__bin.69,LiuW_2016,SRR3992981,MNG,Yes,Stool,Adult
15239,NielsenHB_2014__O2_UC47_0__bin.19,NielsenHB_2014,O2_UC47_0,ESP,Yes,Stool,Adult
15239,NielsenHB_2014__O2_UC47_2__bin.16,NielsenHB_2014,O2_UC47_2,ESP,Yes,Stool,Adult
15239,RampelliS_2015__H2__bin.13,RampelliS_2015,H2,TZA,No,Stool,Adult
15239,VogtmannE_2016__MMRS71762412ST-27-0-0__bin.59,VogtmannE_2016,MMRS71762412ST-27-0-0,USA,Yes,Stool,Adult
15408,BritoIL_2016__M1.15.ST__bin.39,BritoIL_2016,M1.15.ST,FJI,No,Stool,School age
15408,BritoIL_2016__M1.16.ST__bin.119,BritoIL_2016,M1.16.ST,FJI,No,Stool,School age
15408,BritoIL_2016__W2.9.ST__bin.36,BritoIL_2016,W2.9.ST,FJI,No,Stool,Child
15408,CosteaPI_2017__SID713B051-11-0-0__bin.25,CosteaPI_2017,SID713B051-11-0-0,KAZ,Yes,Stool,Adult
15408,CosteaPI_2017__SID713B051-11-90-0__bin.23,CosteaPI_2017,SID713B051-11-90-0,KAZ,Yes,Stool,Adult
15408,CosteaPI_2017__SID713B063-11-0-0__bin.79,CosteaPI_2017,SID713B063-11-0-0,KAZ,Yes,Stool,Adult
15408,CosteaPI_2017__SID713B072-11-0-0__bin.53,CosteaPI_2017,SID713B072-11-0-0,KAZ,Yes,Stool,Adult
15408,FengQ_2015__SID31223__bin.36,FengQ_2015,SID31223,AUT,Yes,Stool,Adult
15408,FengQ_2015__SID530295__bin.49,FengQ_2015,SID530295,AUT,Yes,Stool,Senior
15408,KarlssonFH_2013__S524__bin.35,KarlssonFH_2013,S524,SWE,Yes,Stool,Senior
14832,BritoIL_2016__M1.29.ST__bin.45,BritoIL_2016,M1.29.ST,FJI,No,Stool,Adult
14832,BritoIL_2016__M2.44.ST__bin.65,BritoIL_2016,M2.44.ST,FJI,No,Stool,Adult
14832,BritoIL_2016__M2.46.ST__bin.46,BritoIL_2016,M2.46.ST,FJI,No,Stool,Adult
14832,BritoIL_2016__W3.22.ST__bin.90,BritoIL_2016,W3.22.ST,FJI,No,Stool,Adult
14832,CM_madagascar__A39_02_1FE__bin.10,CM_madagascar,A39_02_1FE,MDG,No,Stool,Adult
14832,LiJ_2017__H2M515921__bin.54,LiJ_2017,H2M515921,CHN,Yes,Stool,Adult
14832,LiJ_2017__nHM511717__bin.28,LiJ_2017,nHM511717,CHN,Yes,Stool,Adult
14832,LiSS_2016__FAT_023-22-84-0__bin.52,LiSS_2016,FAT_023-22-84-0,NLD,Yes,Stool,Adult
14921,FengQ_2015__SID530041__bin.11,FengQ_2015,SID530041,AUT,Yes,Stool,Senior
14921,FengQ_2015__SID530054__bin.86,FengQ_2015,SID530054,AUT,Yes,Stool,Adult
14921,LiSS_2016__FAT_010-22-14-0__bin.27,LiSS_2016,FAT_010-22-14-0,NLD,Yes,Stool,Adult
14921,LiSS_2016__FAT_010-22-42-0__bin.19,LiSS_2016,FAT_010-22-42-0,NLD,Yes,Stool,Adult
14921,XieH_2016__YSZC12003_35506__bin.112,XieH_2016,YSZC12003_35506,GBR,Yes,Stool,Adult
14921,XieH_2016__YSZC12003_37192R1__bin.117,XieH_2016,YSZC12003_37192R1,GBR,Yes,Stool,Adult
14921,XieH_2016__YSZC12003_37393__bin.18,XieH_2016,YSZC12003_37393,GBR,Yes,Stool,Senior
14983,VogtmannE_2016__MMRS57276462ST-27-0-0__bin.2,VogtmannE_2016,MMRS57276462ST-27-0-0,USA,Yes,Stool,Senior
15212,BritoIL_2016__M1.29.ST__bin.58,BritoIL_2016,M1.29.ST,FJI,No,Stool,Adult
15212,BritoIL_2016__M1.48.ST__bin.45,BritoIL_2016,M1.48.ST,FJI,No,Stool,Adult
15212,BritoIL_2016__W2.39.ST__bin.2,BritoIL_2016,W2.39.ST,FJI,No,Stool,Adult
15212,CosteaPI_2017__SID713B014-11-0-0__bin.49,CosteaPI_2017,SID713B014-11-0-0,KAZ,Yes,Stool,Adult
15212,CosteaPI_2017__SID713B040-11-90-0__bin.74,CosteaPI_2017,SID713B040-11-90-0,KAZ,Yes,Stool,Adult
15212,LeChatelierE_2013__MH0451__bin.86,LeChatelierE_2013,MH0451,DNK,Yes,Stool,Adult
15213,BritoIL_2016__M1.10.ST__bin.20,BritoIL_2016,M1.10.ST,FJI,No,Stool,Child
15213,BritoIL_2016__M2.40.ST__bin.17,BritoIL_2016,M2.40.ST,FJI,No,Stool,Adult
15213,BritoIL_2016__M2.44.ST__bin.39,BritoIL_2016,M2.44.ST,FJI,No,Stool,Adult
15213,BritoIL_2016__M2.46.ST__bin.83,BritoIL_2016,M2.46.ST,FJI,No,Stool,Adult
15213,BritoIL_2016__W2.43.ST__bin.8,BritoIL_2016,W2.43.ST,FJI,No,Stool,Adult
15213,BritoIL_2016__W2.44.ST__bin.40,BritoIL_2016,W2.44.ST,FJI,No,Stool,Adult
15213,CosteaPI_2017__SID713A014-11-90-0__bin.25,CosteaPI_2017,SID713A014-11-90-0,KAZ,Yes,Stool,Adult
15213,CosteaPI_2017__SID713A084-11-90-0__bin.51,CosteaPI_2017,SID713A084-11-90-0,KAZ,Yes,Stool,Adult
15213,CosteaPI_2017__SID713B003-11-90-0__bin.37,CosteaPI_2017,SID713B003-11-90-0,KAZ,Yes,Stool,Adult
15213,CosteaPI_2017__SID713B005-11-90-0__bin.8,CosteaPI_2017,SID713B005-11-90-0,KAZ,Yes,Stool,Adult
15214,LiuW_2016__SRR3993037__bin.35,LiuW_2016,SRR3993037,MNG,No,Stool,Adult
15216,BackhedF_2015__SID201_M__bin.36,BackhedF_2015,SID201_M,SWE,Yes,Stool,Adult
15216,BackhedF_2015__SID341_M__bin.9,BackhedF_2015,SID341_M,SWE,Yes,Stool,Adult
15216,Bengtsson-PalmeJ_2015__TRAVELRES27__bin.139,Bengtsson-PalmeJ_2015,TRAVELRES27,SWE,Yes,Stool,Adult
15216,Bengtsson-PalmeJ_2015__TRAVELRES6__bin.137,Bengtsson-PalmeJ_2015,TRAVELRES6,SWE,Yes,Stool,Adult
15216,Bengtsson-PalmeJ_2015__TRAVELRES61__bin.17,Bengtsson-PalmeJ_2015,TRAVELRES61,SWE,Yes,Stool,Adult
15216,BritoIL_2016__W2.44.ST__bin.20,BritoIL_2016,W2.44.ST,FJI,No,Stool,Adult
15216,CosteaPI_2017__alien2-11-0-0__bin.10,CosteaPI_2017,alien2-11-0-0,DEU,Yes,Stool,Adult
15216,CosteaPI_2017__donald2-11-30-0__bin.59,CosteaPI_2017,donald2-11-30-0,DEU,Yes,Stool,Adult
15216,CosteaPI_2017__halbarad-11-0-0__bin.55,CosteaPI_2017,halbarad-11-0-0,DEU,Yes,Stool,Adult
15216,CosteaPI_2017__halbarad-11-2-0__bin.3,CosteaPI_2017,halbarad-11-2-0,DEU,Yes,Stool,Adult
15219,Obregon-TitoAJ_2015__HCO12__bin.20,Obregon-TitoAJ_2015,HCO12,PER,No,Stool,Adult
15222,CosteaPI_2017__SID713A062-11-0-0__bin.5,CosteaPI_2017,SID713A062-11-0-0,KAZ,Yes,Stool,Adult
15224,Bengtsson-PalmeJ_2015__TRAVELRES1__bin.36,Bengtsson-PalmeJ_2015,TRAVELRES1,SWE,Yes,Stool,Adult
15224,Bengtsson-PalmeJ_2015__TRAVELRES19__bin.10,Bengtsson-PalmeJ_2015,TRAVELRES19,SWE,Yes,Stool,Adult
15224,Bengtsson-PalmeJ_2015__TRAVELRES2__bin.134,Bengtsson-PalmeJ_2015,TRAVELRES2,SWE,Yes,Stool,Adult
15224,BritoIL_2016__W3.22.ST__bin.32,BritoIL_2016,W3.22.ST,FJI,No,Stool,Adult
15224,CosteaPI_2017__SID713A004-11-90-0__bin.81,CosteaPI_2017,SID713A004-11-90-0,KAZ,Yes,Stool,Adult
15224,CosteaPI_2017__SID713B032-11-0-0__bin.27,CosteaPI_2017,SID713B032-11-0-0,KAZ,Yes,Stool,Adult
15224,CosteaPI_2017__SID713B032-11-90-0__bin.95,CosteaPI_2017,SID713B032-11-90-0,KAZ,Yes,Stool,Adult
15224,CosteaPI_2017__SID713B035-11-0-0__bin.21,CosteaPI_2017,SID713B035-11-0-0,KAZ,Yes,Stool,Adult
15224,CosteaPI_2017__SID713B041-11-0-0__bin.67,CosteaPI_2017,SID713B041-11-0-0,KAZ,Yes,Stool,Adult
15224,CosteaPI_2017__SID713B051-11-0-0__bin.41,CosteaPI_2017,SID713B051-11-0-0,KAZ,Yes,Stool,Adult
15225,Bengtsson-PalmeJ_2015__TRAVELRES10__bin.84,Bengtsson-PalmeJ_2015,TRAVELRES10,SWE,Yes,Stool,Adult
15225,Bengtsson-PalmeJ_2015__TRAVELRES27__bin.39,Bengtsson-PalmeJ_2015,TRAVELRES27,SWE,Yes,Stool,Adult
15225,Bengtsson-PalmeJ_2015__TRAVELRES6__bin.65,Bengtsson-PalmeJ_2015,TRAVELRES6,SWE,Yes,Stool,Adult
15225,Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82,Bengtsson-PalmeJ_2015,TRAVELRES62,SWE,Yes,Stool,Adult
15225,CosteaPI_2017__pluto4-11-30-0__bin.14,CosteaPI_2017,pluto4-11-30-0,DEU,Yes,Stool,Adult
15225,CosteaPI_2017__SID713B003-11-90-0__bin.69,CosteaPI_2017,SID713B003-11-90-0,KAZ,Yes,Stool,Adult
15225,CosteaPI_2017__SID713B053-11-90-0__bin.18,CosteaPI_2017,SID713B053-11-90-0,KAZ,Yes,Stool,Adult
15225,CosteaPI_2017__SID713B061-11-90-0__bin.11,CosteaPI_2017,SID713B061-11-90-0,KAZ,Yes,Stool,Adult
15225,HeQ_2017__SZAXPI029571-86__bin.34,HeQ_2017,SZAXPI029571-86,CHN,Yes,Stool,Adult
15225,LeChatelierE_2013__MH0220__bin.39,LeChatelierE_2013,MH0220,DNK,Yes,Stool,Adult
15229,FengQ_2015__SID31188__bin.17,FengQ_2015,SID31188,AUT,Yes,Stool,Adult
15229,LiJ_2017__H1F413846__bin.32,LiJ_2017,H1F413846,CHN,Yes,Stool,Adult
15229,LiJ_2017__H1M412837__bin.27,LiJ_2017,H1M412837,CHN,Yes,Stool,Adult
15229,LiJ_2017__H1M5XX814__bin.49,LiJ_2017,H1M5XX814,CHN,Yes,Stool,Adult
15229,LiJ_2017__nHM412716__bin.44,LiJ_2017,nHM412716,CHN,Yes,Stool,Adult
15229,LiJ_2017__nHM512705__bin.18,LiJ_2017,nHM512705,CHN,Yes,Stool,Adult
15229,LiuW_2016__SRR3993019__bin.31,LiuW_2016,SRR3993019,MNG,Yes,Stool,Adult
15229,LiuW_2016__SRR3993035__bin.31,LiuW_2016,SRR3993035,MNG,No,Stool,Adult
15229,QinN_2014__HD-59__bin.30,QinN_2014,HD-59,CHN,Yes,Stool,Adult
15229,VogtmannE_2016__MMRS66868025ST-27-0-0__bin.24,VogtmannE_2016,MMRS66868025ST-27-0-0,USA,Yes,Stool,Adult
15231,LiuW_2016__SRR3992961__bin.56,LiuW_2016,SRR3992961,MNG,No,Stool,Adult
15231,ZeeviD_2015__PNP_Main_391__bin.38,ZeeviD_2015,PNP_Main_391,ISR,Yes,Stool,Adult
15233,AsnicarF_2017__MV_FEM3_t1Q14__bin.29,AsnicarF_2017,MV_FEM3_t1Q14,ITA,Yes,Stool,Adult
15233,BackhedF_2015__SID624_M__bin.43,BackhedF_2015,SID624_M,SWE,Yes,Stool,Adult
15233,BackhedF_2015__SID635_M__bin.40,BackhedF_2015,SID635_M,SWE,Yes,Stool,Adult
15233,Bengtsson-PalmeJ_2015__TRAVELRES19__bin.26,Bengtsson-PalmeJ_2015,TRAVELRES19,SWE,Yes,Stool,Adult
15233,Bengtsson-PalmeJ_2015__TRAVELRES27__bin.15,Bengtsson-PalmeJ_2015,TRAVELRES27,SWE,Yes,Stool,Adult
15233,BritoIL_2016__M2.3.ST__bin.6,BritoIL_2016,M2.3.ST,FJI,No,Stool,Child
15233,ChengpingW_2017__AS26raw__bin.14,ChengpingW_2017,AS26raw,CHN,Yes,Stool,Adult
15233,ChengpingW_2017__AS97raw__bin.20,ChengpingW_2017,AS97raw,CHN,Yes,Stool,Adult
15233,CM_madagascar__A73_01_1FE__bin.21,CM_madagascar,A73_01_1FE,MDG,No,Stool,Adult
15233,CosteaPI_2017__mickey3-11-30-0__bin.59,CosteaPI_2017,mickey3-11-30-0,DEU,Yes,Stool,Child
15234,BackhedF_2015__SID1_M__bin.37,BackhedF_2015,SID1_M,SWE,Yes,Stool,Adult
15234,BackhedF_2015__SID179_M__bin.1,BackhedF_2015,SID179_M,SWE,Yes,Stool,Adult
15234,BackhedF_2015__SID224_M__bin.42,BackhedF_2015,SID224_M,SWE,Yes,Stool,Adult
15234,BackhedF_2015__SID258_M__bin.8,BackhedF_2015,SID258_M,SWE,Yes,Stool,Adult
15234,BackhedF_2015__SID282_M__bin.41,BackhedF_2015,SID282_M,SWE,Yes,Stool,Adult
15234,BackhedF_2015__SID39_M__bin.11,BackhedF_2015,SID39_M,SWE,Yes,Stool,Adult
15234,Bengtsson-PalmeJ_2015__TRAVELRES10__bin.129,Bengtsson-PalmeJ_2015,TRAVELRES10,SWE,Yes,Stool,Adult
15234,Bengtsson-PalmeJ_2015__TRAVELRES2__bin.12,Bengtsson-PalmeJ_2015,TRAVELRES2,SWE,Yes,Stool,Adult
15234,Bengtsson-PalmeJ_2015__TRAVELRES26__bin.88,Bengtsson-PalmeJ_2015,TRAVELRES26,SWE,Yes,Stool,Adult
15234,Bengtsson-PalmeJ_2015__TRAVELRES5__bin.100,Bengtsson-PalmeJ_2015,TRAVELRES5,SWE,Yes,Stool,Adult
15235,HeQ_2017__SZAXPI029560-51__bin.29,HeQ_2017,SZAXPI029560-51,CHN,Yes,Stool,Adult
15236,Bengtsson-PalmeJ_2015__TRAVELRES10__bin.140,Bengtsson-PalmeJ_2015,TRAVELRES10,SWE,Yes,Stool,Adult
15236,Bengtsson-PalmeJ_2015__TRAVELRES26__bin.105,Bengtsson-PalmeJ_2015,TRAVELRES26,SWE,Yes,Stool,Adult
15236,Bengtsson-PalmeJ_2015__TRAVELRES27__bin.97,Bengtsson-PalmeJ_2015,TRAVELRES27,SWE,Yes,Stool,Adult
15236,Bengtsson-PalmeJ_2015__TRAVELRES46__bin.78,Bengtsson-PalmeJ_2015,TRAVELRES46,SWE,Yes,Stool,Adult
15236,Bengtsson-PalmeJ_2015__TRAVELRES5__bin.6,Bengtsson-PalmeJ_2015,TRAVELRES5,SWE,Yes,Stool,Adult
15236,Bengtsson-PalmeJ_2015__TRAVELRES9__bin.16,Bengtsson-PalmeJ_2015,TRAVELRES9,SWE,Yes,Stool,Adult
15236,BritoIL_2016__M1.16.ST__bin.85,BritoIL_2016,M1.16.ST,FJI,No,Stool,School age
15236,BritoIL_2016__M1.35.ST__bin.71,BritoIL_2016,M1.35.ST,FJI,No,Stool,Adult
15236,BritoIL_2016__M1.44.ST__bin.43,BritoIL_2016,M1.44.ST,FJI,No,Stool,Adult
15236,BritoIL_2016__M1.52.ST__bin.70,BritoIL_2016,M1.52.ST,FJI,No,Stool,Adult
15237,LeChatelierE_2013__MH0272__bin.63,LeChatelierE_2013,MH0272,DNK,Yes,Stool,Adult
15240,CosteaPI_2017__SID713B040-11-0-0__bin.56,CosteaPI_2017,SID713B040-11-0-0,KAZ,Yes,Stool,Adult
15240,XieH_2016__YSZC12003_36675__bin.68,XieH_2016,YSZC12003_36675,GBR,Yes,Stool,Senior
15247,XieH_2016__YSZC12003_36534__bin.14,XieH_2016,YSZC12003_36534,GBR,Yes,Stool,Adult
15270,Obregon-TitoAJ_2015__SM28__bin.43,Obregon-TitoAJ_2015,SM28,PER,No,Stool,Adult
15371,LiuW_2016__SRR3992958__bin.77,LiuW_2016,SRR3992958,MNG,No,Stool,Adult
15394,CosteaPI_2017__SID713B040-11-90-0__bin.95,CosteaPI_2017,SID713B040-11-90-0,KAZ,Yes,Stool,Adult
15394,LeChatelierE_2013__MH0012__bin.63,LeChatelierE_2013,MH0012,DNK,Yes,Stool,Adult
15394,LiuW_2016__SRR3992987__bin.58,LiuW_2016,SRR3992987,MNG,Yes,Stool,Adult
15394,NielsenHB_2014__MH0012__bin.64,NielsenHB_2014,MH0012,DNK,Yes,Stool,Adult
15394,VogtmannE_2016__MMRS65742083ST-27-0-0__bin.50,VogtmannE_2016,MMRS65742083ST-27-0-0,USA,Yes,Stool,Adult
15394,XieH_2016__YSZC12003_35520__bin.127,XieH_2016,YSZC12003_35520,GBR,Yes,Stool,Senior
15394,XieH_2016__YSZC12003_36008__bin.71,XieH_2016,YSZC12003_36008,GBR,Yes,Stool,Adult
15394,XieH_2016__YSZC12003_36699__bin.11,XieH_2016,YSZC12003_36699,GBR,Yes,Stool,Adult
15394,XieH_2016__YSZC12003_37101__bin.46,XieH_2016,YSZC12003_37101,GBR,Yes,Stool,Adult
15394,XieH_2016__YSZC12003_37292__bin.39,XieH_2016,YSZC12003_37292,GBR,Yes,Stool,Adult
14834,Bengtsson-PalmeJ_2015__TRAVELRES27__bin.35,Bengtsson-PalmeJ_2015,TRAVELRES27,SWE,Yes,Stool,Adult
14834,BritoIL_2016__M1.38.ST__bin.59,BritoIL_2016,M1.38.ST,FJI,No,Stool,Adult
14834,BritoIL_2016__W2.8.ST__bin.63,BritoIL_2016,W2.8.ST,FJI,No,Stool,Child
14834,BritoIL_2016__W3.17.ST__bin.10,BritoIL_2016,W3.17.ST,FJI,No,Stool,School age
14834,CosteaPI_2017__SID713B035-11-0-0__bin.75,CosteaPI_2017,SID713B035-11-0-0,KAZ,Yes,Stool,Adult
14834,CosteaPI_2017__SID713B058-11-0-0__bin.9,CosteaPI_2017,SID713B058-11-0-0,KAZ,Yes,Stool,Adult
14834,LiJ_2017__H3M514143__bin.8,LiJ_2017,H3M514143,CHN,Yes,Stool,Adult
14834,LiSS_2016__FAT_010-22-84-0__bin.50,LiSS_2016,FAT_010-22-84-0,NLD,Yes,Stool,Adult
14834,LiuW_2016__SRR3993007__bin.45,LiuW_2016,SRR3993007,MNG,No,Stool,Adult
14834,LiuW_2016__SRR3993012__bin.27,LiuW_2016,SRR3993012,MNG,Yes,Stool,Adult
14835,Bengtsson-PalmeJ_2015__TRAVELRES6__bin.124,Bengtsson-PalmeJ_2015,TRAVELRES6,SWE,Yes,Stool,Adult
14835,ZeeviD_2015__PNP_Main_252__bin.51,ZeeviD_2015,PNP_Main_252,ISR,Yes,Stool,Adult
15011,LiJ_2017__H2M514108__bin.36,LiJ_2017,H2M514108,CHN,Yes,Stool,Adult
15011,LiuW_2016__SRR3992973__bin.64,LiuW_2016,SRR3992973,MNG,Yes,Stool,Adult
15012,BackhedF_2015__SID532_M__bin.38,BackhedF_2015,SID532_M,SWE,Yes,Stool,Adult
15012,BritoIL_2016__WL.30.ST__bin.36,BritoIL_2016,WL.30.ST,FJI,No,Stool,Adult
15012,BritoIL_2016__WL.35.ST__bin.30,BritoIL_2016,WL.35.ST,FJI,No,Stool,Adult
15012,FengQ_2015__SID530743__bin.28,FengQ_2015,SID530743,AUT,Yes,Stool,Senior
15012,LeChatelierE_2013__MH0441__bin.33,LeChatelierE_2013,MH0441,DNK,Yes,Stool,Adult
15012,LiJ_2017__H1M513819__bin.14,LiJ_2017,H1M513819,CHN,Yes,Stool,Adult
15012,LiJ_2017__H2M615912__bin.47,LiJ_2017,H2M615912,CHN,Yes,Stool,Adult
15012,LiJ_2017__nHM511712__bin.19,LiJ_2017,nHM511712,CHN,Yes,Stool,Adult
15012,LiuW_2016__SRR3992995__bin.94,LiuW_2016,SRR3992995,MNG,No,Stool,Adult
15012,LiuW_2016__SRR3993060__bin.97,LiuW_2016,SRR3993060,MNG,No,Stool,Adult
15013,BritoIL_2016__W3.18.ST__bin.69,BritoIL_2016,W3.18.ST,FJI,No,Stool,School age
15013,BritoIL_2016__W3.22.ST__bin.132,BritoIL_2016,W3.22.ST,FJI,No,Stool,Adult
15013,CM_madagascar__A46_02_1FE__bin.28,CM_madagascar,A46_02_1FE,MDG,No,Stool,Adult
15013,CosteaPI_2017__SID713B066-11-90-0__bin.71,CosteaPI_2017,SID713B066-11-90-0,KAZ,Yes,Stool,Adult
15013,SchirmerM_2016__G88899__bin.1,SchirmerM_2016,G88899,NLD,Yes,Stool,Adult
15013,XieH_2016__YSZC12003_37101__bin.15,XieH_2016,YSZC12003_37101,GBR,Yes,Stool,Adult
15013,XieH_2016__YSZC12003_37315__bin.112,XieH_2016,YSZC12003_37315,GBR,Yes,Stool,Senior
15013,ZeeviD_2015__PNP_Main_325__bin.16,ZeeviD_2015,PNP_Main_325,ISR,Yes,Stool,Adult
15014,LiuW_2016__SRR3992961__bin.65,LiuW_2016,SRR3992961,MNG,No,Stool,Adult
15014,LiuW_2016__SRR3992981__bin.62,LiuW_2016,SRR3992981,MNG,Yes,Stool,Adult
